주택관리번호,공고번호,주택명,주택구분코드,주택구분코드명,주택상세구분코드,주택상세구분코드명,분양구분코드,분양구분코드명,공급지역코드,공급지역명,공급위치우편번호,공급위치,공급규모,모집공고일,청약접수시작일,청약접수종료일,특별공급접수시작일,특별공급접수종료일,해당지역1순위접수시작일,해당지역1순위접수종료일,경기지역1순위접수시작일,경기지역1순위접수종료일,기타지역1순위접수시작일,기타지역1순위접수종료일,해당지역2순위접수시작일,해당지역2순위접수종료일,경기지역2순위접수시작일,경기지역2순위접수종료일,기타지역2순위접수시작일,기타지역2순위접수종료일,당첨자발표일,계약시작일,계약종료일,홈페이지주소,건설업체명_시공사,문의처,사업주체명_시행사,입주예정월,투기과열지구,조정대상지역,분양가상한제,정비사업,공공주택지구,대규모택지개발지구,수도권내민영공공주택지구,모집공고홈페이지주소,주택형,공급세대수,순위,거주지역,접수건수,경쟁률,최저당첨가점,최고당첨가점,평균당첨가점,정제된주택명,공급위치 by 주택명
2023000489,2023000489,성남판교 산운마을12단지 공가세대 일반공급,1,APT,3,국민,0,분양주택,410,경기,13469,"경기도 성남시 분당구 판교원로 46 (운중동, 산운마을12단지아파트)",1,2023-09-25,2023-10-11,2023-10-12,,,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-19,2023-11-08,2023-11-10,https://apply.lh.or.kr/,,16001004,한국토지주택공사 경기남부지역본부,202312,N,N,N,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000489&pblancNo=2023000489,055.4400B,1,1순위,해당지역,34,34.00,,,,경기 성남판교 산운마을12단지,경기 성남시 분당구 운중동 921
2023000491,2023000491,성남판교 봇들마을3단지 휴먼시아 공가세대 일반공급,1,APT,3,국민,0,분양주택,410,경기,13492,"경기도 성남시 분당구 동판교로 225 (삼평동, 봇들마을3단지아파트)",8,2023-09-25,2023-10-11,2023-10-12,,,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-19,2023-11-08,2023-11-10,https://apply.lh.or.kr/,,16001004,한국토지주택공사 경기남부지역본부,202312,N,N,N,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000491&pblancNo=2023000491,059.8400A,4,1순위,해당지역,325,325.00,,,,경기 성남판교 봇들마을3단지 휴먼시아,경기 성남시 분당구 삼평동 722
2023000495,2023000495,성남판교 판교원마을 12단지 힐스테이트 공가세대 일반공급,1,APT,1,민영,0,분양주택,410,경기,13472,"경기도 성남시 분당구 서판교로 165 (판교동, 판교원마을12단지아파트)",3,2023-09-25,2023-10-11,2023-10-12,,,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-19,2023-11-08,2023-11-10,https://apply.lh.or.kr/,,16001004,한국토지주택공사 경기남부지역본부,202312,N,N,N,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000495&pblancNo=2023000495,101.7000A,1,1순위,해당지역,74,74.00,-,-,-,경기 성남판교 판교원마을 12단지 힐스테이트,경기 성남시 분당구 판교동 494
2023000496,2023000496,성남판교 산운마을 13단지 데시앙 공가세대 일반공급,1,APT,1,민영,0,분양주택,410,경기,13540,"경기도 성남시 분당구 판교원로82번길 30 (운중동, 산운마을13단지아파트)",5,2023-09-25,2023-10-11,2023-10-12,,,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-11,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-12,2023-10-19,2023-11-08,2023-11-10,https://apply.lh.or.kr/,,16001004,한국토지주택공사 경기남부지역본부,202312,N,N,N,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000496&pblancNo=2023000496,101.6700,3,1순위,해당지역,55,55.00,-,-,-,경기 성남판교 산운마을 13단지 데시앙,경기 성남시 분당구 운중동 918
2023000448,2023000448,e편한세상 검단 웰카운티(국민주택),1,APT,3,국민,0,분양주택,400,인천,22626,인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록),1166,2023-09-22,2023-10-04,2023-10-06,2023-10-04,2023-10-04,2023-10-05,2023-10-05,,,2023-10-05,2023-10-05,2023-10-06,2023-10-06,,,2023-10-06,2023-10-06,2023-10-13,2023-11-27,2023-12-03,https://www.elife.co.kr,"디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두건설,㈜보광종합건설,청암종합건설㈜",0322781500,"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜",202607,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000448&pblancNo=2023000448,059.9077A,80,1순위,해당지역,874,21.85,,,,인천 e편한세상 검단 웰카운티,인천 서구 원당동 1026-1
2023000482,2023000482,일루미스테이트(보류지),1,APT,1,민영,0,분양주택,410,경기,14783,경기도 부천시 범박동 39번지 일대,59,2023-09-22,2023-10-04,2023-10-05,,,2023-10-04,2023-10-04,,,2023-10-04,2023-10-04,2023-10-05,2023-10-05,,,2023-10-05,2023-10-05,2023-10-12,2023-10-24,2023-10-26,http://www.일루미스테이트.com,"현대건설(주), 두산건설(주), 코오롱글로벌(주)",15515580,계수범박구역주택재개발정비사업조합,202403,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000482&pblancNo=2023000482,039.8900,1,1순위,해당지역,15,15.00,48,48,48,경기 일루미스테이트,경기 부천시 소사구 범박동 327
2023000438,2023000438,e편한세상 답십리 아르테포레(국민주택),1,APT,3,국민,0,분양주택,100,서울,2617,서울특별시 동대문구 답십리동 12번지 일대,121,2023-09-22,2023-10-04,2023-10-06,2023-10-04,2023-10-04,2023-10-05,2023-10-05,,,2023-10-05,2023-10-05,2023-10-06,2023-10-06,,,2023-10-06,2023-10-06,2023-10-13,2023-12-11,2023-12-13,https://www.dlcon-apt.co.kr,디엘건설 주식회사,0233944494,서울주택도시공사,202503,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000438&pblancNo=2023000438,059.9533A,8,1순위,해당지역,"1,034",129.25,,,,서울 e편한세상 답십리 아르테포레,서울 동대문구 답십리동 12-123
2023000481,2023000481,오산세교2지구 A-13블록 호반써밋 본청약,1,APT,1,민영,0,분양주택,410,경기,18104,경기도 오산시 오산세교2지구 A13블록,850,2023-09-22,2023-10-04,2023-10-06,2023-10-04,2023-10-04,2023-10-05,2023-10-05,2023-10-05,2023-10-05,2023-10-05,2023-10-05,2023-10-06,2023-10-06,2023-10-06,2023-10-06,2023-10-06,2023-10-06,2023-10-13,2023-10-24,2023-10-26,http://www.hobansummit-sg3.co.kr,(주)호반건설,16703511,(주)호반자산개발,202606,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000481&pblancNo=2023000481,059.8303A,14,1순위,해당지역,3,(△1),-,-,-,경기 오산세교2지구 호반써밋 본청약,
2023000449,2023000449,e편한세상 검단 웰카운티(민영주택),1,APT,1,민영,0,분양주택,400,인천,22626,인천광역시 서구 원당동 1026-1(인천검단신도시 AA10-1블록),292,2023-09-22,2023-10-04,2023-10-06,2023-10-04,2023-10-04,2023-10-05,2023-10-05,,,2023-10-05,2023-10-05,2023-10-06,2023-10-06,,,2023-10-06,2023-10-06,2023-10-13,2023-11-07,2023-11-09,https://www.elife.co.kr,"디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두건설,㈜보광종합건설,청암종합건설㈜",0322781500,"인천도시공사,디엘이앤씨㈜,신동아건설㈜,㈜국원건설,㈜선두종합건설,㈜보광종합건설,청암종합건설㈜",202607,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000449&pblancNo=2023000449,104.9625A,172,1순위,해당지역,"2,632",30.60,-,-,-,인천 e편한세상 검단 웰카운티,인천 서구 원당동 1026-1
2023000359,2023000359,검단신도시 롯데캐슬 넥스티엘,1,APT,1,민영,0,분양주택,400,인천,22876,인천광역시 서구 원당동 1061-1 / 검단신도시 RC1 블록,372,2023-09-22,2023-10-10,2023-10-12,2023-10-10,2023-10-10,2023-10-11,2023-10-11,,,2023-10-11,2023-10-11,2023-10-12,2023-10-12,,,2023-10-12,2023-10-12,2023-10-18,2023-10-30,2023-11-02,https://www.lottecastle.co.kr/APT/AT00396/main/index.do,롯데건설(주),18999577,넥스트브이시티피에프브이(주),202604,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000359&pblancNo=2023000359,084.8168A,55,1순위,해당지역,"3,779",134.96,64,72,66.92,인천 검단신도시 롯데캐슬 넥스티엘,인천 서구 원당동 1061-1
2023000465,2023000465,힐스테이트 관악센트씨엘,1,APT,1,민영,0,분양주택,100,서울,8729,서울특별시 관악구 봉천동 산101번지 일대,101,2023-09-15,2023-09-25,2023-09-27,2023-09-25,2023-09-25,2023-09-26,2023-09-26,,,2023-09-26,2023-09-26,2023-09-27,2023-09-27,,,2023-09-27,2023-09-27,2023-10-10,2023-10-21,2023-10-23,https://hillstate.co.kr/s/centciel,현대건설(주),028732678,봉천제4-1-2구역주택재개발정비사업조합,202502,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000465&pblancNo=2023000465,058.9200A,2,1순위,해당지역,74,37.00,56,56,56,서울 힐스테이트 관악센트씨엘,서울 관악구 봉천동 1699-1
2023000457,2023000457,보문 센트럴 아이파크,1,APT,1,민영,0,분양주택,100,서울,2851,서울특별시 성북구 보문동1가 196-11일대,87,2023-09-15,2023-09-25,2023-09-27,2023-09-25,2023-09-25,2023-09-26,2023-09-26,,,2023-09-26,2023-09-26,2023-09-27,2023-09-27,,,2023-09-27,2023-09-27,2023-10-10,2023-10-23,2023-10-25,https://www.i-park.com/bomuncentral,에이치디씨현대산업개발 주식회사,16005727,보문제5구역주택재개발정비사업조합,202609,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000457&pblancNo=2023000457,076.1600,40,1순위,해당지역,"1,916",47.90,62,69,64.44,서울 보문 센트럴 아이파크,서울 성북구 보문동1가 196-11
2023000445,2023000445,다산 유보라 마크뷰,1,APT,1,민영,0,분양주택,410,경기,12260,경기도 남양주시 다산동 4133번지 외 38필지,166,2023-09-07,2023-09-18,2023-09-20,2023-09-18,2023-09-18,2023-09-19,2023-09-19,,,2023-09-19,2023-09-19,2023-09-20,2023-09-20,,,2023-09-20,2023-09-20,2023-09-26,2023-10-10,2023-10-12,https://ds-ubora.com,(주)반도건설,15331662,지금도농2구역 재개발정비사업조합,202408,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000445&pblancNo=2023000445,047.9900A,12,1순위,해당지역,39,3.25,37,46,39.8,경기 다산 유보라 마크뷰,경기 남양주시 다산동 4438
2023000442,2023000442,오목천역 더리브,1,APT,1,민영,0,분양주택,410,경기,16635,경기도 수원시 권선구 오목천동 319-1,201,2023-09-01,2023-09-11,2023-09-13,2023-09-11,2023-09-11,2023-09-12,2023-09-12,,,2023-09-12,2023-09-12,2023-09-13,2023-09-13,,,2023-09-13,2023-09-13,2023-09-19,2023-10-04,2023-10-06,http://www.오목천역더리브.com,에스지씨이테크건설 주식회사,0312967788,신한자산신탁 주식회사,202602,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000442&pblancNo=2023000442,084.9439A,34,1순위,해당지역,9,(△25),-,-,-,경기 오목천역 더리브,경기 수원시 권선구 오목천동 319-1
2023000407,2023000407,제일풍경채 계양 위너스카이 B블록,1,APT,1,민영,0,분양주택,400,인천,21105,인천광역시 계양구 효성동 324-6번지 일원,566,2023-09-01,2023-09-11,2023-09-13,2023-09-11,2023-09-11,2023-09-12,2023-09-12,,,2023-09-12,2023-09-12,2023-09-13,2023-09-13,,,2023-09-13,2023-09-13,2023-09-19,2023-10-09,2023-10-12,https://gy-jeil.co.kr/,제일건설(주),15887878,주식회사 인천계양효성피에프브이,202508,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000407&pblancNo=2023000407,075.9981A,155,1순위,해당지역,215,1.39,27,63,39.13,인천 제일풍경채 계양 위너스카이,인천 계양구 효성동 324-6
2023000406,2023000406,제일풍경채 계양 위너스카이 A블록,1,APT,1,민영,0,분양주택,400,인천,21105,인천광역시 계양구 효성동 325-2번지 일원,777,2023-09-01,2023-09-11,2023-09-13,2023-09-11,2023-09-11,2023-09-12,2023-09-12,,,2023-09-12,2023-09-12,2023-09-13,2023-09-13,,,2023-09-13,2023-09-13,2023-09-20,2023-10-09,2023-10-12,https://gy-jeil.co.kr/,제일건설(주),15887878,주식회사 인천계양효성피에프브이,202508,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000406&pblancNo=2023000406,059.9777A,50,1순위,해당지역,110,2.20,31,62,41.9,인천 제일풍경채 계양 위너스카이,인천 계양구 효성동 324-6
2023000421,2023000421,월드메르디앙 소사역 아파트,1,APT,1,민영,0,분양주택,410,경기,14710,경기도 부천시 심곡본동 776-2번지 외 8필지,120,2023-08-30,2023-09-11,2023-09-12,,,2023-09-11,2023-09-11,,,2023-09-11,2023-09-11,2023-09-12,2023-09-12,,,2023-09-12,2023-09-12,2023-09-18,2023-09-22,2023-09-24,https://www.월드메르디앙소사역.com,(주)더원건설,0322051700,(주)무궁화신탁,202309,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000421&pblancNo=2023000421,059.9240B,20,1순위,해당지역,6,(△14),0,0,0,경기 월드메르디앙 소사역 아파트,경기 부천시 소사구 심곡본동 776-2
2023000413,2023000413,포천 대광로제비앙,1,APT,1,민영,0,분양주택,410,경기,11154,경기도 포천시 군내면 용정경제로1길 16,215,2023-08-28,2023-09-07,2023-09-11,2023-09-07,2023-09-07,2023-09-08,2023-09-08,,,2023-09-08,2023-09-08,2023-09-11,2023-09-11,,,2023-09-11,2023-09-11,2023-09-15,2023-09-26,2023-09-28,,(주)대광건영,07042318530,포천대광지역주택조합,202310,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000413&pblancNo=2023000413,059.0305A,58,1순위,해당지역,1,(△57),-,-,-,경기 포천 대광로제비앙,경기 포천시 군내면 용정리 475-1
2023000414,2023000414,호반써밋 개봉,1,APT,1,민영,0,분양주택,100,서울,8266,서울특별시 구로구 개봉동 68-64번지 일대,190,2023-08-25,2023-09-04,2023-09-06,2023-09-04,2023-09-04,2023-09-05,2023-09-05,,,2023-09-05,2023-09-05,2023-09-06,2023-09-06,,,2023-09-06,2023-09-06,2023-09-13,2023-09-25,2023-09-27,http://www.hobansummit-gb.co.kr,(주)호반건설,16703590,개봉5구역주택재건축정비사업조합,202412,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000414&pblancNo=2023000414,049.9130,10,1순위,해당지역,224,22.40,53,59,55.75,서울 호반써밋 개봉,서울 구로구 개봉동 68-7
2023000381,2023000381,광명 소하 신원아침도시2,1,APT,1,민영,0,분양주택,410,경기,14326,경기도 광명시 소하동 883-18번지 일원,82,2023-08-18,2023-08-28,2023-08-30,2023-08-28,2023-08-28,2023-08-29,2023-08-29,,,2023-08-29,2023-08-29,2023-08-30,2023-08-30,,,2023-08-30,2023-08-30,2023-09-06,2023-09-18,2023-09-20,http://www.sw-gm.co.kr,신원종합개발 주식회사,028998281,소하동2구역가로주택정비사업조합,202601,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000381&pblancNo=2023000381,049.8500,3,1순위,해당지역,3,1.00,0,0,0,경기 광명 소하 신원아침도시2,경기 광명시 소하동 883-18
2023000380,2023000380,광명 소하 신원아침도시1,1,APT,1,민영,0,분양주택,410,경기,14326,경기도 광명시 소하동 893-3번지 일원,33,2023-08-18,2023-08-28,2023-08-30,2023-08-28,2023-08-28,2023-08-29,2023-08-29,,,2023-08-29,2023-08-29,2023-08-30,2023-08-30,,,2023-08-30,2023-08-30,2023-09-05,2023-09-18,2023-09-20,http://www.sw-gm.co.kr,신원종합개발 주식회사,028998281,정우연립소규모주택재건축정비사업조합,202602,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000380&pblancNo=2023000380,054.6200,7,1순위,해당지역,9,1.29,36,44,39,경기 광명 소하 신원아침도시1,경기 광명시 소하동 893-3
2023000408,2023000408,용인 센트레빌 그리니에,1,APT,1,민영,0,분양주택,410,경기,16911,"경기도 용인시 기흥구 마북로154번길 19 (마북동, 용인마북동 공동주택)",171,2023-08-17,2023-08-28,2023-08-30,2023-08-28,2023-08-28,2023-08-29,2023-08-29,,,2023-08-29,2023-08-29,2023-08-30,2023-08-30,,,2023-08-30,2023-08-30,2023-09-05,2023-09-18,2023-09-20,https://www.yongin-centreville.com,동부건설(주),15512121,한국자산신탁(주),202310,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000408&pblancNo=2023000408,084.8243A,9,1순위,해당지역,4,(△5),0,0,0,경기 용인 센트레빌 그리니에,경기 용인시 기흥구 마북동 657
2023000404,2023000404,상도 푸르지오 클라베뉴,1,APT,1,민영,0,분양주택,100,서울,7046,서울특별시 동작구 상도동 산65-74 번지 일원,771,2023-08-16,2023-09-04,2023-09-06,2023-09-04,2023-09-04,2023-09-05,2023-09-05,,,2023-09-05,2023-09-05,2023-09-06,2023-09-06,,,2023-09-06,2023-09-06,2023-09-12,2023-09-25,2023-09-27,https://www.prugio.com/hb/2023/sangdo,대우건설,025750771,우리자산신탁 주식회사,202403,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000404&pblancNo=2023000404,059.8166A,116,1순위,해당지역,"1,684",14.52,53,68,57.47,서울 상도 푸르지오 클라베뉴,서울 동작구 상도동 906
2023000311,2023000311,청계 SK VIEW,1,APT,1,민영,0,분양주택,100,서울,4803,"서울특별시 성동구 용답1길 7-18 (용답동), 성동구 용답동 121번지 일원",108,2023-08-09,2023-08-21,2023-08-23,2023-08-21,2023-08-21,2023-08-22,2023-08-22,,,2023-08-22,2023-08-22,2023-08-23,2023-08-23,,,2023-08-23,2023-08-23,2023-08-29,2023-09-11,2023-09-13,https://www.cgsk.co.kr,에스케이에코플랜트(주),029607705,청계지역주택조합,202507,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000311&pblancNo=2023000311,059.8109A,13,1순위,해당지역,"2,041",157.00,64,71,66,서울 청계 SK VIEW,서울 성동구 용답동 121
2023000382,2023000382,래미안 라그란데,1,APT,1,민영,0,분양주택,100,서울,2403,서울특별시 동대문구 이문동 257-42번지 일대 ,920,2023-08-04,2023-08-14,2023-08-17,2023-08-14,2023-08-14,2023-08-16,2023-08-16,,,2023-08-16,2023-08-16,2023-08-17,2023-08-17,,,2023-08-17,2023-08-17,2023-08-23,2023-09-03,2023-09-06,https://www.raemian.co.kr/,삼성물산(주),024073069,이문1재정비촉진구역주택재개발정비사업조합,202501,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000382&pblancNo=2023000382,052.9800,21,1순위,해당지역,649,30.90,55,61,57.44,서울 래미안 라그란데,서울 동대문구 이문동 257-42
2023000280,2023000280,진위역 서희스타힐스 더 파크뷰,1,APT,1,민영,0,분양주택,410,경기,17707,경기도 평택시 진위면 갈곶리 239-60번지 일원,639,2023-08-04,2023-08-14,2023-08-17,2023-08-14,2023-08-14,2023-08-16,2023-08-16,,,2023-08-16,2023-08-16,2023-08-17,2023-08-17,,,2023-08-17,2023-08-17,2023-08-23,2023-09-04,2023-09-06,http://starhills-jinwi.co.kr,(주)서희건설,18006366,엘지로 지역주택조합,202702,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000280&pblancNo=2023000280,059.7537A,151,1순위,해당지역,6,(△145),-,-,-,경기 진위역 서희스타힐스 더 파크뷰,경기 평택시 진위면 갈곶리 239-3
2023000358,2023000358,수유 시그니티,1,APT,1,민영,0,분양주택,100,서울,1114,서울특별시 강북구 수유동 87-5번지,32,2023-07-28,2023-08-07,2023-08-08,,,2023-08-07,2023-08-07,,,2023-08-07,2023-08-07,2023-08-08,2023-08-08,,,2023-08-08,2023-08-08,2023-08-14,2023-08-25,2023-08-27,,리센종합건설(주),029875053,수유 시그니티,202309,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000358&pblancNo=2023000358,022.1000,8,1순위,해당지역,11,1.38,25,47,37.25,서울 수유 시그니티,서울 강북구 수유동 87-5
2023000340,2023000340,포레나 인천학익,1,APT,1,민영,0,분양주택,400,인천,22219,인천광역시 미추홀구 학익2동 290-1,250,2023-07-28,2023-08-07,2023-08-09,2023-08-07,2023-08-07,2023-08-08,2023-08-08,,,2023-08-08,2023-08-08,2023-08-09,2023-08-09,,,2023-08-09,2023-08-09,2023-08-16,2023-08-28,2023-08-30,https://forena-hagik.com,㈜한화,18990873,학익4주택재개발정비사업조합,202604,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000340&pblancNo=2023000340,049.9644,37,1순위,해당지역,6,(△31),-,-,-,인천 포레나 인천학익,인천 미추홀구 학익동 290-1
2023000347,2023000347,효성해링턴 플레이스 목감역,1,APT,1,민영,0,분양주택,410,경기,14982,경기도 시흥시 논곡동 162-3번지외 3필지,145,2023-07-27,2023-08-07,2023-08-09,2023-08-07,2023-08-07,2023-08-08,2023-08-08,,,2023-08-08,2023-08-08,2023-08-09,2023-08-09,,,2023-08-09,2023-08-09,2023-08-16,2023-08-30,2023-09-01,https://www.효성해링턴플레이스목감역.com,진흥기업(주),16003320,신영부동산신탁 주식회사,202401,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000347&pblancNo=2023000347,056.7107,92,1순위,해당지역,14,(△78),-,-,-,경기 효성해링턴 플레이스 목감역,경기 시흥시 논곡동 378
2023000303,2023000303,광명 센트럴 아이파크,1,APT,1,민영,0,분양주택,410,경기,14211,경기도 광명시 광명2동 88-14번지 일대,425,2023-07-21,2023-07-31,2023-08-02,2023-07-31,2023-07-31,2023-08-01,2023-08-01,,,2023-08-01,2023-08-01,2023-08-02,2023-08-02,,,2023-08-02,2023-08-02,2023-08-08,2023-08-22,2023-08-25,https://hdc.i-park.com/gwangmyeong,에이치디씨현대산업개발 주식회사,0314431957,광명제4알구역 주택재개발정비사업,202511,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000303&pblancNo=2023000303,039.9390,54,1순위,해당지역,15,(△39),0,0,0,경기 광명 센트럴 아이파크,경기 광명시 광명동 88-14
2023000230,2023000230,롯데캐슬 이스트폴,1,APT,1,민영,0,분양주택,100,서울,5052,서울특별시 광진구 자양동 680-63번지 일원,631,2023-07-21,2023-07-31,2023-08-02,2023-07-31,2023-07-31,2023-08-01,2023-08-01,,,2023-08-01,2023-08-01,2023-08-02,2023-08-02,,,2023-08-02,2023-08-02,2023-08-09,2023-08-21,2023-08-25,https://www.lottecastle.co.kr/APT/AT00394/main/index.do,롯데건설(주),15331616,롯데건설(주),202503,N,N,N,Y,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000230&pblancNo=2023000230,074.9200,45,1순위,해당지역,"10,982",244.04,69,74,71.61,서울 롯데캐슬 이스트폴,서울 광진구 자양동 680-63
2023000338,2023000338,평택 고덕국제신도시 A-49블록 호반써밋 3차(본청약),1,APT,1,민영,0,분양주택,410,경기,18017,경기도 평택시 고덕국제화계획지구 A49블록,282,2023-07-21,2023-07-31,2023-08-02,2023-07-31,2023-07-31,2023-08-01,2023-08-01,2023-08-01,2023-08-01,2023-08-01,2023-08-01,2023-08-02,2023-08-02,2023-08-02,2023-08-02,2023-08-02,2023-08-02,2023-08-08,2023-08-21,2023-08-23,http://www.ptgd3-hoban.co.kr/,(주)호반건설,16705191,주식회사 스카이리빙,202407,N,N,Y,N,N,Y,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000338&pblancNo=2023000338,084.9339A,35,1순위,해당지역,"1,938",176.18,64,69,66.4,경기 평택 고덕국제신도시 호반써밋 3차,경기 평택시 고덕동 2722-1
2023000307,2023000307,이천중리B2-BL 우미린 트리쉐이드,1,APT,1,민영,0,분양주택,410,경기,17380,경기도 이천시 이천중리 택지개발지구내 B2블럭,849,2023-07-20,2023-07-31,2023-08-02,2023-07-31,2023-07-31,2023-08-01,2023-08-01,,,2023-08-01,2023-08-01,2023-08-02,2023-08-02,,,2023-08-02,2023-08-02,2023-08-08,2023-08-21,2023-08-24,https://ij1.lynn.co.kr/,"우미건설(주), (주)부원건설",0316330026,이천중리비투피에프브이(주),202602,N,N,Y,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000307&pblancNo=2023000307,084.6356A,302,1순위,해당지역,"1,151",3.81,44,69,52.98,경기 우미린 트리쉐이드,경기 이천시 증포동 49-1
2023000343,2023000343,강동 중앙하이츠 시티,1,APT,1,민영,0,분양주택,100,서울,5354,서울특별시 강동구 길동 415-5번지,36,2023-07-14,2023-07-24,2023-07-26,2023-07-24,2023-07-24,2023-07-25,2023-07-25,,,2023-07-25,2023-07-25,2023-07-26,2023-07-26,,,2023-07-26,2023-07-26,2023-08-01,2023-08-14,2023-08-17,http://www.강동중앙하이츠.com,중앙건설 주식회사,18776875,한국자산신탁(주),202404,N,N,N,N,N,N,N,https://www.applyhome.co.kr/ai/aia/selectAPTLttotPblancDetail.do?houseManageNo=2023000343&pblancNo=2023000343,044.0651C,5,1순위,해당지역,34,6.80,53,58,55.5,서울 강동 중앙하이츠 시티,서울 강동구 길동 415-5
